Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,category
325-89-4209,A,Abilene,Member,Male,Food and beverages,87.9,1,4.395,92.295,05-02-2019,19:42:00,Ewallet,87.9,4.761904762,4.395,6.7,Food and beverages
884-80-6021,A,Houston,Member,Female,Electronic accessories,73.47,10,36.735,771.435,23-03-2019,13:14:00,Ewallet,734.7,4.761904762,36.735,9.5,Electronic accessories
137-74-8729,C,Angleton,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,13-03-2019,12:47:00,Ewallet,97.52,4.761904762,4.876,6.8,Fashion accessories
880-46-5796,A,Waco,Member,Male,Sports and travel,76.92,10,38.46,807.66,17-03-2019,19:53:00,Ewallet,769.2,4.761904762,38.46,5.6,Sports and travel
389-70-2397,C,Lake Jackson,Normal,Female,Health and beauty,83.66,5,20.915,439.215,21-02-2019,10:26:00,Cash,418.3,4.761904762,20.915,7.2,Health and beauty
114-35-5271,B,Pflugerville,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,07-02-2019,15:06:00,Cash,463.28,4.761904762,23.164,8.1,Electronic accessories
607-76-6216,C,Grand Prairie,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,02-03-2019,16:35:00,Credit card,462.45,4.761904762,23.1225,8.6,Fashion accessories
715-20-1673,B,Georgetown,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,06-03-2019,20:57:00,Cash,141.9,4.761904762,7.095,9.4,Electronic accessories
811-35-1094,B,San Marcos,Member,Male,Electronic accessories,50.45,6,15.135,317.835,06-02-2019,15:16:00,Credit card,302.7,4.761904762,15.135,8.9,Electronic accessories
699-88-1972,B,New Braunfels,Normal,Male,Health and beauty,99.16,8,39.664,832.944,28-01-2019,17:47:00,Credit card,793.28,4.761904762,39.664,4.2,Health and beauty
781-84-8059,C,DeSoto,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,18-01-2019,16:23:00,Ewallet,425.18,4.761904762,21.259,5,Fashion accessories
409-49-6995,C,Longview,Member,Female,Food and beverages,47.27,6,14.181,297.801,05-02-2019,10:17:00,Cash,283.62,4.761904762,14.181,8.8,Food and beverages
725-54-0677,C,Corpus Christi,Member,Male,Health and beauty,85.6,7,29.96,629.16,02-03-2019,13:50:00,Cash,599.2,4.761904762,29.96,5.3,Health and beauty
146-09-5432,A,Farmers Branch,Member,Male,Food and beverages,35.04,9,15.768,331.128,09-02-2019,19:17:00,Ewallet,315.36,4.761904762,15.768,4.6,Food and beverages
377-79-7592,C,Longview,Member,Female,Electronic accessories,44.84,9,20.178,423.738,14-01-2019,14:00:00,Credit card,403.56,4.761904762,20.178,7.5,Electronic accessories
509-10-0516,B,Weatherford,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,09-02-2019,12:02:00,Ewallet,183.88,4.761904762,9.194,5.1,Home and lifestyle
595-94-9924,A,Lubbock,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,26-03-2019,20:21:00,Credit card,138.65,4.761904762,6.9325,4.2,Health and beauty
865-41-9075,A,Mansfield,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,28-01-2019,17:35:00,Cash,80.71,4.761904762,4.0355,8.1,Food and beverages
545-07-8534,C,Garland,Normal,Female,Health and beauty,58.32,2,5.832,122.472,14-02-2019,12:42:00,Ewallet,116.64,4.761904762,5.832,6,Health and beauty
118-62-1812,C,Hurst,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,24-03-2019,17:56:00,Cash,313.52,4.761904762,15.676,7.9,Home and lifestyle
450-42-3339,C,Bedford,Normal,Male,Health and beauty,84.61,10,42.305,888.405,09-02-2019,18:58:00,Credit card,846.1,4.761904762,42.305,8.8,Health and beauty
851-98-3555,B,San Marcos,Normal,Female,Health and beauty,82.88,5,20.72,435.12,24-03-2019,14:08:00,Credit card,414.4,4.761904762,20.72,6.6,Health and beauty
186-71-5196,A,McAllen,Member,Female,Food and beverages,79.54,2,7.954,167.034,27-03-2019,16:30:00,Ewallet,159.08,4.761904762,7.954,6.2,Food and beverages
624-01-8356,B,Plano,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,27-01-2019,10:44:00,Credit card,490.1,4.761904762,24.505,4.2,Home and lifestyle
313-66-9943,B,Georgetown,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,27-03-2019,20:29:00,Credit card,87.45,4.761904762,4.3725,7.3,Food and beverages
151-27-8496,C,Dallas,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,19-01-2019,11:43:00,Ewallet,224.52,4.761904762,11.226,8.6,Electronic accessories
453-33-6436,A,Georgetown,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,07-02-2019,10:09:00,Cash,744.96,4.761904762,37.248,6.8,Home and lifestyle
522-57-8364,A,College Station,Member,Male,Fashion accessories,51.34,8,20.536,431.256,31-01-2019,10:00:00,Ewallet,410.72,4.761904762,20.536,7.6,Fashion accessories
459-45-2396,A,Fort Worth,Member,Female,Food and beverages,99.6,3,14.94,313.74,25-02-2019,18:45:00,Cash,298.8,4.761904762,14.94,5.8,Food and beverages
717-96-4189,C,Odessa,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,02-02-2019,12:40:00,Cash,212.94,4.761904762,10.647,4.1,Electronic accessories
722-13-2115,C,Houston,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,14-03-2019,15:36:00,Credit card,42.85,4.761904762,2.1425,9.3,Sports and travel
749-81-8133,A,Abilene,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,11-03-2019,12:04:00,Cash,378.68,4.761904762,18.934,6.8,Fashion accessories
777-67-2495,B,Euless,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,22-02-2019,11:26:00,Ewallet,206.91,4.761904762,10.3455,8.7,Home and lifestyle
636-98-3364,B,Rockwall,Member,Female,Electronic accessories,26.26,3,3.939,82.719,02-03-2019,12:36:00,Ewallet,78.78,4.761904762,3.939,6.3,Electronic accessories
246-55-6923,C,Lake Jackson,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,10-03-2019,15:06:00,Credit card,322.11,4.761904762,16.1055,5.1,Home and lifestyle
181-82-6255,B,Coppell,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,08-02-2019,10:58:00,Cash,98.22,4.761904762,4.911,7,Home and lifestyle
838-02-1821,C,Port Arthur,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,22-02-2019,12:10:00,Credit card,25.46,4.761904762,1.273,5.2,Home and lifestyle
887-42-0517,C,Burleson,Normal,Female,Sports and travel,83.14,7,29.099,611.079,10-01-2019,10:31:00,Credit card,581.98,4.761904762,29.099,6.6,Sports and travel
457-12-0244,C,Waxahachie,Member,Female,Sports and travel,35.22,6,10.566,221.886,14-03-2019,13:49:00,Ewallet,211.32,4.761904762,10.566,6.5,Sports and travel
226-34-0034,B,Dallas,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,10-01-2019,11:10:00,Ewallet,55.12,4.761904762,2.756,9,Electronic accessories
321-49-7382,B,Waxahachie,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,15-02-2019,17:38:00,Credit card,88.31,4.761904762,4.4155,5.2,Sports and travel
397-25-8725,A,Lufkin,Member,Female,Health and beauty,39.62,9,17.829,374.409,13-01-2019,17:54:00,Credit card,356.58,4.761904762,17.829,6.8,Health and beauty
431-66-2305,B,Sherman,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,15-02-2019,20:51:00,Credit card,794.25,4.761904762,39.7125,7.6,Electronic accessories
825-94-5922,B,Carrollton,Normal,Male,Sports and travel,25.31,2,2.531,53.151,02-03-2019,19:26:00,Ewallet,50.62,4.761904762,2.531,7.2,Sports and travel
641-62-7288,B,Galveston,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,24-03-2019,13:33:00,Ewallet,599.52,4.761904762,29.976,7.1,Home and lifestyle
756-93-1854,C,Baytown,Member,Female,Fashion accessories,83.35,2,8.335,175.035,02-02-2019,14:05:00,Credit card,166.7,4.761904762,8.335,9.5,Fashion accessories
243-55-8457,A,Sugar Land,Normal,Female,Food and beverages,74.44,10,37.22,781.62,27-02-2019,11:40:00,Ewallet,744.4,4.761904762,37.22,5.1,Food and beverages
458-10-8612,C,Irving,Normal,Male,Health and beauty,64.08,7,22.428,470.988,20-01-2019,12:27:00,Ewallet,448.56,4.761904762,22.428,7.6,Health and beauty
501-61-1753,B,El Paso,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,03-01-2019,20:24:00,Ewallet,378.9,4.761904762,18.945,9.8,Home and lifestyle
235-06-8510,C,Weatherford,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,24-01-2019,20:59:00,Ewallet,257.16,4.761904762,12.858,5.1,Home and lifestyle
433-08-7822,C,Friendswood,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,05-01-2019,19:48:00,Ewallet,552.23,4.761904762,27.6115,7.5,Health and beauty
361-85-2571,A,North Richland Hills,Normal,Female,Sports and travel,89.48,5,22.37,469.77,30-03-2019,10:18:00,Cash,447.4,4.761904762,22.37,7.4,Sports and travel
131-70-8179,A,Cleburne,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,17-02-2019,16:27:00,Cash,276.27,4.761904762,13.8135,4.2,Health and beauty
500-02-2261,C,Haltom City,Normal,Female,Food and beverages,57.29,6,17.187,360.927,21-03-2019,17:04:00,Ewallet,343.74,4.761904762,17.187,5.9,Food and beverages
720-72-2436,A,Angleton,Normal,Male,Food and beverages,66.52,4,13.304,279.384,02-03-2019,18:14:00,Ewallet,266.08,4.761904762,13.304,6.9,Food and beverages
702-83-5291,C,Big Spring,Member,Male,Fashion accessories,99.82,9,44.919,943.299,27-03-2019,10:43:00,Cash,898.38,4.761904762,44.919,6.6,Fashion accessories
809-69-9497,A,Weslaco,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,19-01-2019,19:30:00,Ewallet,456.8,4.761904762,22.84,5.7,Home and lifestyle
449-16-6770,A,Waco,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,19-02-2019,14:53:00,Credit card,253.95,4.761904762,12.6975,5.3,Health and beauty
333-23-2632,A,Port Arthur,Member,Male,Health and beauty,10.08,7,3.528,74.088,28-03-2019,20:14:00,Cash,70.56,4.761904762,3.528,4.2,Health and beauty
489-82-1237,A,Alice,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,05-01-2019,11:51:00,Credit card,657.16,4.761904762,32.858,7.3,Electronic accessories
859-97-6048,C,Arlington,Member,Male,Electronic accessories,84.25,2,8.425,176.925,26-03-2019,14:13:00,Credit card,168.5,4.761904762,8.425,5.3,Electronic accessories
676-10-2200,B,Plano,Member,Male,Fashion accessories,53.78,1,2.689,56.469,03-02-2019,20:13:00,Ewallet,53.78,4.761904762,2.689,4.7,Fashion accessories
373-88-1424,C,Pharr,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,06-02-2019,18:44:00,Ewallet,179.05,4.761904762,8.9525,7.9,Home and lifestyle
365-16-4334,B,Killeen,Normal,Female,Food and beverages,26.43,8,10.572,222.012,24-02-2019,14:26:00,Ewallet,211.44,4.761904762,10.572,8.9,Food and beverages
503-21-4385,B,Friendswood,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,21-02-2019,12:40:00,Ewallet,119.73,4.761904762,5.9865,9.3,Health and beauty
305-89-2768,B,Longview,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,09-01-2019,18:43:00,Ewallet,65.7,4.761904762,3.285,4.7,Home and lifestyle
574-80-1489,B,Fort Worth,Member,Female,Food and beverages,62.85,4,12.57,263.97,25-02-2019,13:22:00,Ewallet,251.4,4.761904762,12.57,8.7,Food and beverages
784-08-0310,C,Grapevine,Member,Female,Food and beverages,21.04,4,4.208,88.368,13-01-2019,13:58:00,Cash,84.16,4.761904762,4.208,7.6,Food and beverages
200-40-6154,B,Lufkin,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,09-02-2019,11:45:00,Cash,395.46,4.761904762,19.773,5.7,Home and lifestyle
846-10-0341,A,Coppell,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,06-01-2019,11:51:00,Cash,297.99,4.761904762,14.8995,6.8,Fashion accessories
577-34-7579,C,Bryan,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,10-01-2019,17:16:00,Cash,454.41,4.761904762,22.7205,5.4,Food and beverages
430-02-3888,B,Rosenberg,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,07-02-2019,15:55:00,Cash,276.12,4.761904762,13.806,7.1,Electronic accessories
867-47-1948,C,Angleton,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,09-01-2019,12:07:00,Cash,158,4.761904762,7.9,7.8,Home and lifestyle
384-59-6655,A,Waco,Member,Female,Food and beverages,98.66,9,44.397,932.337,19-02-2019,15:07:00,Cash,887.94,4.761904762,44.397,8.4,Food and beverages
256-58-3609,C,Irving,Member,Male,Fashion accessories,91.98,1,4.599,96.579,18-03-2019,15:29:00,Cash,91.98,4.761904762,4.599,9.8,Fashion accessories
324-92-3863,A,Mesquite,Member,Male,Electronic accessories,20.89,2,2.089,43.869,05-02-2019,18:45:00,Cash,41.78,4.761904762,2.089,9.8,Electronic accessories
593-08-5916,A,Galveston,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,19-03-2019,15:23:00,Credit card,15.5,4.761904762,0.775,7.4,Fashion accessories
364-34-2972,C,Waxahachie,Member,Male,Electronic accessories,96.82,3,14.523,304.983,30-03-2019,20:37:00,Cash,290.46,4.761904762,14.523,6.7,Electronic accessories
794-42-3736,B,Little Elm,Normal,Male,Food and beverages,33.33,2,3.333,69.993,26-01-2019,14:41:00,Credit card,66.66,4.761904762,3.333,6.4,Food and beverages
172-42-8274,B,Lewisville,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,02-03-2019,18:18:00,Credit card,76.54,4.761904762,3.827,5.8,Electronic accessories
558-60-5016,A,Waxahachie,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,04-03-2019,15:27:00,Ewallet,299.7,4.761904762,14.985,7.2,Home and lifestyle
195-06-0432,A,North Richland Hills,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,13-01-2019,12:55:00,Credit card,243.03,4.761904762,12.1515,9.3,Home and lifestyle
605-03-2706,A,Garland,Normal,Female,Health and beauty,15.8,3,2.37,49.77,25-03-2019,18:02:00,Cash,47.4,4.761904762,2.37,9.5,Health and beauty
214-30-2776,B,Denton,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,11-03-2019,19:44:00,Credit card,172.45,4.761904762,8.6225,9,Electronic accessories
746-04-1077,B,Eagle Pass,Member,Female,Food and beverages,84.63,10,42.315,888.615,01-01-2019,11:36:00,Credit card,846.3,4.761904762,42.315,9,Food and beverages
448-34-8700,B,Round Rock,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,10-02-2019,13:51:00,Ewallet,258.37,4.761904762,12.9185,6.7,Home and lifestyle
452-04-8808,B,Austin,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,26-01-2019,15:17:00,Cash,609.56,4.761904762,30.478,5.5,Electronic accessories
531-56-4728,A,Arlington,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,11-02-2019,15:29:00,Cash,240.24,4.761904762,12.012,5.4,Home and lifestyle
744-82-9138,C,Odessa,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,07-02-2019,17:59:00,Cash,172.26,4.761904762,8.613,8.2,Fashion accessories
883-69-1285,B,Port Arthur,Member,Male,Fashion accessories,49.92,2,4.992,104.832,06-03-2019,11:55:00,Credit card,99.84,4.761904762,4.992,7,Fashion accessories
221-25-5073,A,Friendswood,Normal,Female,Food and beverages,74.66,4,14.932,313.572,04-03-2019,10:39:00,Cash,298.64,4.761904762,14.932,8.5,Food and beverages
518-71-6847,B,Little Elm,Member,Male,Food and beverages,26.6,6,7.98,167.58,26-02-2019,15:10:00,Ewallet,159.6,4.761904762,7.98,4.9,Food and beverages
156-20-0370,B,Angleton,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,10-03-2019,18:10:00,Credit card,25.45,4.761904762,1.2725,5.1,Electronic accessories
151-33-7434,B,College Station,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,04-02-2019,20:43:00,Credit card,67.77,4.761904762,3.3885,6.5,Food and beverages
728-47-9078,C,Lancaster,Member,Male,Food and beverages,59.59,4,11.918,250.278,19-01-2019,12:46:00,Cash,238.36,4.761904762,11.918,9.8,Food and beverages
809-46-1866,A,Midland,Normal,Male,Health and beauty,58.15,4,11.63,244.23,23-01-2019,17:44:00,Cash,232.6,4.761904762,11.63,8.4,Health and beauty
139-32-4183,A,Killeen,Member,Female,Sports and travel,97.48,9,43.866,921.186,14-03-2019,14:19:00,Ewallet,877.32,4.761904762,43.866,7.4,Sports and travel
148-41-7930,C,Texas City,Normal,Male,Health and beauty,99.96,7,34.986,734.706,23-01-2019,10:33:00,Cash,699.72,4.761904762,34.986,6.1,Health and beauty
189-40-5216,C,Farmers Branch,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,09-01-2019,11:40:00,Cash,674.59,4.761904762,33.7295,6,Electronic accessories
374-38-5555,B,Waco,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,07-02-2019,19:30:00,Ewallet,318.55,4.761904762,15.9275,8.5,Fashion accessories
764-44-8999,B,Weslaco,Normal,Female,Health and beauty,14.76,2,1.476,30.996,18-02-2019,14:42:00,Ewallet,29.52,4.761904762,1.476,4.3,Health and beauty
552-44-5977,B,Allen,Member,Male,Health and beauty,62,8,24.8,520.8,03-01-2019,19:08:00,Credit card,496,4.761904762,24.8,6.2,Health and beauty
267-62-7380,C,Grand Prairie,Member,Male,Electronic accessories,82.34,10,41.17,864.57,29-03-2019,19:12:00,Ewallet,823.4,4.761904762,41.17,4.3,Electronic accessories
430-53-4718,B,Big Spring,Member,Male,Health and beauty,75.37,8,30.148,633.108,28-01-2019,15:46:00,Credit card,602.96,4.761904762,30.148,8.4,Health and beauty
886-18-2897,A,Euless,Normal,Female,Food and beverages,56.56,5,14.14,296.94,22-03-2019,19:06:00,Credit card,282.8,4.761904762,14.14,4.5,Food and beverages
602-16-6955,B,Houston,Normal,Female,Sports and travel,76.6,10,38.3,804.3,24-01-2019,18:10:00,Ewallet,766,4.761904762,38.3,6,Sports and travel
745-74-0715,A,Waxahachie,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,10-03-2019,20:46:00,Ewallet,116.06,4.761904762,5.803,8.8,Electronic accessories
690-01-6631,B,Bryan,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,22-02-2019,18:35:00,Ewallet,174.9,4.761904762,8.745,6.6,Fashion accessories
652-49-6720,C,Flower Mound,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,18-02-2019,11:40:00,Ewallet,60.95,4.761904762,3.0475,5.9,Electronic accessories
233-67-5758,C,Garland,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,29-01-2019,13:46:00,Ewallet,40.35,4.761904762,2.0175,6.2,Health and beauty
303-96-2227,B,Fort Worth,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,02-03-2019,17:16:00,Ewallet,973.8,4.761904762,48.69,4.4,Home and lifestyle
727-02-1313,A,Mission,Member,Male,Food and beverages,31.84,1,1.592,33.432,09-02-2019,13:22:00,Cash,31.84,4.761904762,1.592,7.7,Food and beverages
347-56-2442,A,Big Spring,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,22-02-2019,15:33:00,Cash,65.82,4.761904762,3.291,4.1,Home and lifestyle
849-09-3807,A,Waco,Member,Female,Fashion accessories,88.34,7,30.919,649.299,18-02-2019,13:28:00,Cash,618.38,4.761904762,30.919,6.6,Fashion accessories
,,Garland,,,,,,,,,,,,,,,Home and lifestyle
,,Irving,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,Lewisville,,,,,,,,,,,,,,,Fashion accessories
,,San Antonio,,,,,,,,,,,,,,,Home and lifestyle
,,Burleson,,,,,,,,,,,,,,,Fashion accessories
,,Fort Worth,,,,,,,,,,,,,,,Home and lifestyle
,,Mansfield,,,,,,,,,,,,,,,Fashion accessories
,,El Paso,,,,,,,,,,,,,,,Home and lifestyle
,,Sugar Land,,,,,,,,,,,,,,,Fashion accessories
,,Laredo,,,,,,,,,,,,,,,Home and lifestyle
,,Frisco,,,,,,,,,,,,,,,Fashion accessories
,,Cedar Park,,,,,,,,,,,,,,,Home and lifestyle
,,Conroe,,,,,,,,,,,,,,,Fashion accessories
,,Friendswood,,,,,,,,,,,,,,,Home and lifestyle
,,Bedford,,,,,,,,,,,,,,,Fashion accessories
,,Houston,,,,,,,,,,,,,,,Home and lifestyle
,,Bryan,,,,,,,,,,,,,,,Fashion accessories
,,Lancaster,,,,,,,,,,,,,,,Home and lifestyle
,,Eagle Pass,,,,,,,,,,,,,,,Fashion accessories
,,Weatherford,,,,,,,,,,,,,,,Home and lifestyle
,,Sherman,,,,,,,,,,,,,,,Fashion accessories
,,Edinburg,,,,,,,,,,,,,,,Home and lifestyle
,,Weatherford,,,,,,,,,,,,,,,Fashion accessories
,,Richardson,,,,,,,,,,,,,,,Home and lifestyle
,,Rowlett,,,,,,,,,,,,,,,Fashion accessories
,,Little Elm,,,,,,,,,,,,,,,Home and lifestyle
,,Lewisville,,,,,,,,,,,,,,,Fashion accessories
,,Brownsville,,,,,,,,,,,,,,,Home and lifestyle
,,Garland,,,,,,,,,,,,,,,Fashion accessories
,,Irving,,,,,,,,,,,,,,,Home and lifestyle
,,Bedford,,,,,,,,,,,,,,,Fashion accessories
,,Cleburne,,,,,,,,,,,,,,,Home and lifestyle
,,Weatherford,,,,,,,,,,,,,,,Fashion accessories
,,Pharr,,,,,,,,,,,,,,,Home and lifestyle
,,Bedford,,,,,,,,,,,,,,,Fashion accessories
,,Farmers Branch,,,,,,,,,,,,,,,Home and lifestyle
,,Carrollton,,,,,,,,,,,,,,,Fashion accessories
,,Edinburg,,,,,,,,,,,,,,,Home and lifestyle
,,Mesquite,,,,,,,,,,,,,,,Fashion accessories
,,Amarillo,,,,,,,,,,,,,,,Home and lifestyle
,,Weslaco,,,,,,,,,,,,,,,Fashion accessories
,,New Braunfels,,,,,,,,,,,,,,,Home and lifestyle
,,Farmers Branch,,,,,,,,,,,,,,,Fashion accessories
,,Carrollton,,,,,,,,,,,,,,,Home and lifestyle
,,Big Spring,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,La Porte,,,,,,,,,,,,,,,Fashion accessories
,,Weslaco,,,,,,,,,,,,,,,Home and lifestyle
,,Weslaco,,,,,,,,,,,,,,,Fashion accessories
,,Abilene,,,,,,,,,,,,,,,Home and lifestyle
,,Weslaco,,,,,,,,,,,,,,,Fashion accessories
,,Mesquite,,,,,,,,,,,,,,,Home and lifestyle
,,Garland,,,,,,,,,,,,,,,Fashion accessories
,,Waco,,,,,,,,,,,,,,,Home and lifestyle
,,Alamo,,,,,,,,,,,,,,,Fashion accessories
,,San Angelo,,,,,,,,,,,,,,,Home and lifestyle
,,Canyon,,,,,,,,,,,,,,,Fashion accessories
,,Lancaster,,,,,,,,,,,,,,,Home and lifestyle
,,Port Arthur,,,,,,,,,,,,,,,Fashion accessories
,,Sugar Land,,,,,,,,,,,,,,,Home and lifestyle
,,League City,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,League City,,,,,,,,,,,,,,,Fashion accessories
,,Burleson,,,,,,,,,,,,,,,Home and lifestyle
,,Eagle Pass,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,Waco,,,,,,,,,,,,,,,Fashion accessories
,,DeSoto,,,,,,,,,,,,,,,Home and lifestyle
,,Rosenberg,,,,,,,,,,,,,,,Fashion accessories
,,Lewisville,,,,,,,,,,,,,,,Home and lifestyle
,,Victoria,,,,,,,,,,,,,,,Fashion accessories
,,Eagle Pass,,,,,,,,,,,,,,,Home and lifestyle
,,Texas City,,,,,,,,,,,,,,,Fashion accessories
,,Euless,,,,,,,,,,,,,,,Home and lifestyle
,,Houston,,,,,,,,,,,,,,,Fashion accessories
,,Temple,,,,,,,,,,,,,,,Home and lifestyle
,,Port Arthur,,,,,,,,,,,,,,,Fashion accessories
,,San Marcos,,,,,,,,,,,,,,,Home and lifestyle
,,Georgetown,,,,,,,,,,,,,,,Fashion accessories
,,Pharr,,,,,,,,,,,,,,,Home and lifestyle
,,Richardson,,,,,,,,,,,,,,,Fashion accessories
,,Mansfield,,,,,,,,,,,,,,,Home and lifestyle
,,Harlingen,,,,,,,,,,,,,,,Fashion accessories
,,North Richland Hills,,,,,,,,,,,,,,,Home and lifestyle
,,Waco,,,,,,,,,,,,,,,Fashion accessories
,,Houston,,,,,,,,,,,,,,,Home and lifestyle
,,Huntsville,,,,,,,,,,,,,,,Fashion accessories
,,Farmers Branch,,,,,,,,,,,,,,,Home and lifestyle
,,Brownwood,,,,,,,,,,,,,,,Fashion accessories
,,Haltom City,,,,,,,,,,,,,,,Home and lifestyle
,,San Antonio,,,,,,,,,,,,,,,Fashion accessories
,,North Richland Hills,,,,,,,,,,,,,,,Home and lifestyle
,,La Porte,,,,,,,,,,,,,,,Fashion accessories
,,Laredo,,,,,,,,,,,,,,,Home and lifestyle
,,Little Elm,,,,,,,,,,,,,,,Fashion accessories
,,Brownwood,,,,,,,,,,,,,,,Home and lifestyle
,,Rosenberg,,,,,,,,,,,,,,,Fashion accessories
,,Rosenberg,,,,,,,,,,,,,,,Home and lifestyle
,,Flower Mound,,,,,,,,,,,,,,,Fashion accessories
,,Hurst,,,,,,,,,,,,,,,Home and lifestyle
,,Lufkin,,,,,,,,,,,,,,,Fashion accessories
,,Midland,,,,,,,,,,,,,,,Home and lifestyle
,,Lewisville,,,,,,,,,,,,,,,Fashion accessories
,,Del Rio,,,,,,,,,,,,,,,Home and lifestyle
,,Rosenberg,,,,,,,,,,,,,,,Fashion accessories
,,Waxahachie,,,,,,,,,,,,,,,Home and lifestyle
,,Friendswood,,,,,,,,,,,,,,,Fashion accessories
,,Edinburg,,,,,,,,,,,,,,,Home and lifestyle
,,Rockwall,,,,,,,,,,,,,,,Fashion accessories
,,McAllen,,,,,,,,,,,,,,,Home and lifestyle
,,Garland,,,,,,,,,,,,,,,Fashion accessories
,,Little Elm,,,,,,,,,,,,,,,Home and lifestyle
,,Mineral Wells,,,,,,,,,,,,,,,Fashion accessories
,,Plano,,,,,,,,,,,,,,,Home and lifestyle
,,San Marcos,,,,,,,,,,,,,,,Fashion accessories
,,Baytown,,,,,,,,,,,,,,,Home and lifestyle
,,Waxahachie,,,,,,,,,,,,,,,Fashion accessories
,,Sugar Land,,,,,,,,,,,,,,,Home and lifestyle
,,Burleson,,,,,,,,,,,,,,,Fashion accessories
,,DeSoto,,,,,,,,,,,,,,,Home and lifestyle
,,Lubbock,,,,,,,,,,,,,,,Fashion accessories
,,Waxahachie,,,,,,,,,,,,,,,Home and lifestyle
,,Lewisville,,,,,,,,,,,,,,,Fashion accessories
,,Port Arthur,,,,,,,,,,,,,,,Home and lifestyle
,,Brownwood,,,,,,,,,,,,,,,Fashion accessories
,,North Richland Hills,,,,,,,,,,,,,,,Home and lifestyle
,,Georgetown,,,,,,,,,,,,,,,Fashion accessories
,,Lancaster,,,,,,,,,,,,,,,Home and lifestyle
,,Fort Worth,,,,,,,,,,,,,,,Fashion accessories
,,Waco,,,,,,,,,,,,,,,Home and lifestyle
,,Midland,,,,,,,,,,,,,,,Fashion accessories
